ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-492A5509,Raising change request to roll back Excel deployment,Change Request,Application Deployment/Release,P1-Critical,Team Lead,Legal,2025-04-12T14:40:32
TCK-5C7C736C,Need firewall rule opened for port 23 to analytics dashboard,Change Request,Firewall/Network Change,P2-High,Team Lead,Design,2025-10-23T09:07:46
TCK-87F986EC,requesting installation of Putty - approved by Patrick,Service Request,Software Installation Request,P4-Low,Associate,Customer Support,2026-06-08T03:45:00
TCK-58733B15,Requesting installation of Git client - approved by Angela,Service Request,Software Installation Request,P3-Medium,Team Lead,Engineering,2025-04-15T06:20:40
TCK-11A86B79,RFC to add new index on billing system table for perf fix,Change Request,Database Schema/Deployment Change,P3-Medium,Associate,Engineering,2026-06-01T10:04:43
TCK-55AB0471,need config change on prod database to fix recurring timeout,Change Request,Server Configuration Change,P2-High,Associate,Engineering,2025-12-06T03:46:11
TCK-664CA848,"My VPN keeps disconnecting every hour, can't join the client call",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,Marketing,2025-05-18T21:38:05
TCK-395680AF,"new hire joining Legal on this morning, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Associate,Design,2026-02-17T10:01:53
TCK-D0E32865,"Tableau crashes every time i push code, error code TLS_ERROR",Incident,Application Crash or Error,P2-High,Team Lead,Finance,2026-04-25T10:58:18
TCK-A2D9F5E3,Tableau is throwing an exception on startup since for the past 2 days,Incident,Application Crash or Error,P2-High,Associate,Customer Support,2025-07-15T16:52:10
TCK-5C396776,need vpn access configured for new remote hire in Data Science,Service Request,VPN Access Setup,P1-Critical,Senior Associate,Marketing,2025-12-02T05:14:47
TCK-FFA33B34,"vpn client shows error 0x8007045 on Windows 10, blocking access to analytics dashboard",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,HR,2026-07-30T04:16:20
TCK-BC14AD11,need a docking station for the HR team's new hires,Service Request,New Hardware/Peripheral Request,P2-High,Manager,Engineering,2025-11-25T11:30:25
TCK-9F3C35D5,need vpn client + certificate installed on my Linux machine,Service Request,VPN Access Setup,P3-Medium,Manager,Data Science,2026-08-23T07:32:00
TCK-8101CC80,Please remove me from the old Customer Support mailing list,Service Request,Email/Outlook Issue,P4-Low,Senior Manager,QA,2026-08-06T08:52:02
TCK-A11D1242,need a new distribution list set up for the DevOps project,Service Request,Distribution List / Mailbox Request,P3-Medium,Associate,DevOps,2026-06-25T12:46:59
TCK-F221A345,Requesting installation of Slack - approved by Morgan,Service Request,Software Installation Request,P4-Low,Senior Associate,Legal,2025-11-28T07:56:40
TCK-76B4C3E8,New joiner needs Zoom + standard Data Science toolset installed,Service Request,Software Installation Request,P4-Low,Senior Associate,Design,2025-12-11T02:45:28
TCK-1B978BB6,Reset password request for new Data Science joiner's account,Service Request,Password Reset,P2-High,Senior Associate,Legal,2026-08-05T23:22:19
TCK-5047609F,"Cant print from WinSCP, other apps print fine",Incident,Printer Not Working,P3-Medium,Associate,Procurement,2026-01-12T20:15:08
TCK-5BD1EE72,"Requesting elevated access to analytics dashboard to debug prod issue urgently, blocking a client deliverable",Service Request,Access/Permission Request,P3-Medium,Senior Associate,Customer Support,2025-05-19T04:54:09
TCK-C1A65DD7,"getting a white screen / blank page in WinSCP, cleared cache already",Incident,Application Crash or Error,P1-Critical,Senior Associate,Data Science,2025-12-31T23:26:13
TCK-BED5FDEC,Please remove me from the old Finance mailing list,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,Legal,2026-08-16T21:30:03
TCK-8D646734,requesting additional Zoom seat for new Finance hire,Service Request,Software License Request,P3-Medium,Associate,Data Science,2026-08-28T18:40:37
TCK-EF916EA6,Need MS Teams installed on my laptop for Legal work,Service Request,Software Installation Request,P4-Low,Manager,Sales,2026-02-06T06:29:33
TCK-76A2077F,Need a docking station for the Legal team's new hires,Service Request,New Hardware/Peripheral Request,P4-Low,Manager,Legal,2025-03-28T13:28:03
TCK-AE955033,Requesting network change to allow Postman traffic through proxy,Change Request,Firewall/Network Change,P2-High,Senior Associate,Customer Support,2025-12-04T19:58:42
TCK-2206873D,"Mfa/authenticator code not accepted, cant get into build pipeline",Incident,Login/Authentication Failure,P2-High,Manager,Engineering,2025-06-29T06:01:47
TCK-A90D63F2,"raising change for schema update on staging server, tested in staging",Change Request,Database Schema/Deployment Change,P3-Medium,Associate,Marketing,2025-10-30T03:35:24
TCK-BAED550D,Requesting network change to allow Anaconda traffic through proxy,Change Request,Firewall/Network Change,P1-Critical,Manager,Finance,2025-05-31T23:01:34
TCK-1A056DB3,"Printer on 5th floor showing offline, tried restart",Incident,Printer Not Working,P2-High,Senior Manager,Procurement,2025-11-30T23:22:07
TCK-507D711B,Scan to email not working from 5th floor printer,Incident,Printer Not Working,P1-Critical,Team Lead,Sales,2026-07-07T10:34:02
TCK-39D2537E,RFC to add new index on build pipeline table for perf fix,Change Request,Database Schema/Deployment Change,P2-High,Associate,Marketing,2025-08-01T20:50:20
TCK-62893080,Requesting a headset/webcam for client calls,Service Request,New Hardware/Peripheral Request,P1-Critical,Team Lead,Marketing,2026-07-12T15:37:56
TCK-8AD827C3,Need a docking station for the Marketing team's new hires,Service Request,New Hardware/Peripheral Request,P3-Medium,Team Lead,Design,2025-07-20T23:29:58
TCK-260CD3B6,please prepare laptop + accounts for new Engineering joiner,Admin,Employee Onboarding Setup,P4-Low,Associate,Customer Support,2025-04-17T08:06:42
TCK-7C2FA68C,need approval to deploy Anaconda config change to prod,Change Request,Application Deployment/Release,P2-High,Senior Manager,Legal,2026-02-26T02:14:58
TCK-3FE6595C,Please add me to the Procurement distribution list,Service Request,Distribution List / Mailbox Request,P3-Medium,Senior Associate,Procurement,2025-09-16T04:02:59
TCK-232BFB1C,Requesting network change to allow Excel traffic through proxy,Change Request,Firewall/Network Change,P2-High,Senior Associate,DevOps,2026-03-13T16:42:37
TCK-7F6A14E2,Need approval to deploy VS Code config change to prod,Change Request,Application Deployment/Release,P2-High,Associate,Legal,2025-08-12T02:20:58
TCK-680CB159,Requesting network change to allow Putty traffic through proxy,Change Request,Firewall/Network Change,P2-High,Senior Associate,Design,2026-05-31T11:00:50
TCK-D8AD32A3,"Need an external monitor for wfh setup, approved by Tracey",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Manager,Legal,2026-03-07T23:57:51
TCK-0039EF8B,"need an external monitor for wfh setup, approved by Kayla",Service Request,New Hardware/Peripheral Request,P4-Low,Manager,Sales,2026-01-05T00:14:38
TCK-D3855132,RFC to run data backfill script on shared drive this weekend,Change Request,Database Schema/Deployment Change,P2-High,Senior Manager,Legal,2025-06-29T21:33:41
TCK-10021B33,"Locked out of my account after 37 failed attempts,",Incident,Login/Authentication Failure,P2-High,Team Lead,Finance,2025-12-27T17:31:15
TCK-7ED4C0F8,"please install SAP GUI, required for push code on current project",Service Request,Software Installation Request,P4-Low,Senior Associate,Data Science,2025-06-02T02:02:13
TCK-14E82FAB,"Docker Desktop freezes when i try to open a file, need this fixed",Incident,Application Crash or Error,P2-High,Senior Manager,QA,2026-04-19T02:52:25
TCK-B7E70E73,Need enterprise license upgrade for Jira for 10 users,Service Request,Software License Request,P4-Low,Associate,Procurement,2025-10-21T19:35:08
TCK-805E385A,"Hi team, toner/ink warning on 5th floor printer, needs replacement",Incident,Printer Not Working,P2-High,Manager,Legal,2025-07-16T22:03:51
TCK-4A4EC018,RFC to whitelist new vendor IP for CRM integration,Change Request,Firewall/Network Change,P2-High,Team Lead,Customer Support,2026-01-30T15:51:53
TCK-E6E0CE11,Need read/write access to client SFTP for Legal project,Service Request,Access/Permission Request,P2-High,Manager,Marketing,2026-04-08T07:43:00
TCK-3AF4A0D0,"please grant access to CRM repo, approved by Nathaniel",Service Request,Access/Permission Request,P2-High,Associate,Data Science,2026-01-08T08:17:02
TCK-AC730BDF,"Need an external monitor for wfh setup, approved by Virginia",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Data Science,2025-12-30T14:30:16
TCK-7DF29F52,"requesting a new laptop, current one is 41 years old and slow",Service Request,New Hardware/Peripheral Request,P3-Medium,Manager,Legal,2025-11-16T22:20:32
TCK-75E5A2FF,New joiner needs Git client + standard DevOps toolset installed,Service Request,Software Installation Request,P3-Medium,Associate,Sales,2026-08-01T05:46:16
TCK-AE9AD346,"Raising change for schema update on shared drive, tested in staging",Change Request,Database Schema/Deployment Change,P2-High,Senior Associate,HR,2026-03-16T08:49:26
TCK-E252C24C,new joiner needs Slack + standard Data Science toolset installed,Service Request,Software Installation Request,P1-Critical,Senior Manager,Legal,2025-06-30T04:54:32
TCK-2C9ADA11,"hi team, password reset email never arrived, checked spam before EOD",Service Request,Password Reset,P1-Critical,Manager,HR,2026-03-13T18:28:20
TCK-D8173993,laptop wont boot past Windows 11 logo screen,Incident,Hardware Malfunction,P1-Critical,Senior Associate,Data Science,2025-03-18T11:30:54
TCK-2389689D,New joiner needs SAP GUI + standard Data Science toolset installed,Service Request,Software Installation Request,P4-Low,Associate,HR,2025-03-29T03:53:02
TCK-46FE4CBA,"can someone set up Jira on my machine urgently, blocking a client deliverable",Service Request,Software Installation Request,P4-Low,Associate,HR,2025-07-08T12:52:24
TCK-69F02DE0,need Adobe Photoshop installed on my laptop for Legal work,Service Request,Software Installation Request,P2-High,Team Lead,QA,2026-06-30T07:58:24
TCK-2D25E7A7,"need an external monitor for wfh setup, approved by Kevin",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,QA,2025-04-20T11:44:24
TCK-F238688D,Need access removed for a former team member on analytics dashboard,Service Request,VPN Access Setup,P2-High,Team Lead,DevOps,2026-07-23T16:32:57
TCK-4615B2E2,requesting approval to run migration script on internal wiki db,Change Request,Database Schema/Deployment Change,P2-High,Senior Associate,Sales,2026-03-04T10:50:28
TCK-B78D308E,Sso login failing with error 0x8007045 across all apps,Incident,Login/Authentication Failure,P2-High,Team Lead,HR,2025-03-27T04:00:10
TCK-2C20E958,Onboarding checklist pending for new associate in Finance,Admin,Employee Onboarding Setup,P3-Medium,Associate,Design,2026-06-04T01:17:14
TCK-442AE725,need a new distribution list set up for the Design project,Service Request,Distribution List / Mailbox Request,P3-Medium,Associate,Engineering,2025-07-03T22:05:31
TCK-0EF6F2AF,"PowerBI lost all my unsaved work after crashing, please help",Incident,Application Crash or Error,P2-High,Senior Associate,Engineering,2025-03-15T14:47:13
TCK-92D7A839,"new hire joining HR on after the last update, needs full IT setup",Admin,Employee Onboarding Setup,P4-Low,Team Lead,DevOps,2025-09-17T06:04:05
TCK-A6EE1F3E,"new hire joining Customer Support on since last night, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Manager,Data Science,2025-12-19T11:46:01
TCK-BE5681E6,requesting elevated access to billing system to debug prod issue,Service Request,Access/Permission Request,P2-High,Team Lead,HR,2025-04-17T05:09:58
TCK-8C52498D,Raising change request to roll back Anaconda deployment,Change Request,Application Deployment/Release,P2-High,Associate,DevOps,2025-12-29T08:29:12
TCK-F0A92434,"unable to open VS Code, keeps saying 'application not responding'",Incident,Application Crash or Error,P1-Critical,Senior Manager,Customer Support,2025-03-27T00:24:10
TCK-769696B2,Need vpn client + certificate installed on my Windows 11 machine,Service Request,VPN Access Setup,P3-Medium,Team Lead,QA,2026-08-06T18:56:22
TCK-0371434E,Need access removed for a former team member on shared drive,Service Request,Access/Permission Request,P3-Medium,Associate,Legal,2026-06-09T09:05:23
TCK-35450F10,need access removed for a former team member on client SFTP,Service Request,Access/Permission Request,P2-High,Team Lead,Finance,2025-12-13T00:57:21
TCK-0ECC5EE1,"Getting a white screen / blank page in Tableau, cleared cache already",Incident,Application Crash or Error,P2-High,Associate,HR,2026-07-26T16:12:16
TCK-AC52B296,account shows 'disabled' when trying to sign in to GitHub repo,Incident,Login/Authentication Failure,P2-High,Senior Associate,DevOps,2025-08-02T23:32:02
TCK-FDE45705,"Locked out of my account after 15 failed attempts, today if possible",Incident,Login/Authentication Failure,P1-Critical,Associate,Legal,2025-05-02T09:54:18
TCK-D6C12B53,Laptop screen flickering / has dead pixels since since last night,Incident,Hardware Malfunction,P2-High,Manager,Engineering,2026-03-04T21:23:29
TCK-D4C58385,Raising RFC to increase memory allocation on shared drive,Change Request,Server Configuration Change,P2-High,Director,Data Science,2025-08-17T23:33:15
TCK-00961A48,"unable to open Excel, keeps saying 'application not responding'",Incident,Application Crash or Error,P3-Medium,Senior Associate,Finance,2025-08-16T08:00:46
TCK-26078E0A,requesting deployment window for Salesforce hotfix,Change Request,Application Deployment/Release,P1-Critical,Senior Associate,Customer Support,2025-11-14T12:45:29
TCK-72C00142,Need approval to deploy Excel config change to prod,Change Request,Application Deployment/Release,P2-High,Senior Associate,Design,2026-04-18T17:04:20
TCK-7D29875E,"Unable to open IntelliJ IDEA, keeps saying 'application not responding'",Incident,Application Crash or Error,P3-Medium,Manager,DevOps,2026-05-10T04:27:06
TCK-A410D725,RFC to rotate credentials/certificates on build pipeline today if possible,Change Request,Server Configuration Change,P2-High,Senior Associate,Marketing,2025-04-11T20:17:11
TCK-E21E828B,"Please install Excel, required for submit the deliverable on current project",Service Request,Software Installation Request,P4-Low,Associate,Legal,2025-08-09T20:03:07
TCK-EFCE0E85,Need read/write access to build pipeline for Legal project,Service Request,Access/Permission Request,P3-Medium,Associate,Customer Support,2025-11-27T05:09:01
TCK-9C8A88F4,need site-to-site vpn access to Jira project for the project,Service Request,VPN Access Setup,P3-Medium,Associate,Data Science,2025-12-25T06:00:01
TCK-F9CC8C0E,Please enable vpn for contractor working with Data Science team,Service Request,VPN Access Setup,P4-Low,Senior Manager,HR,2026-01-19T02:34:19
TCK-5882519B,"Forgot my password, need a reset",Service Request,Password Reset,P2-High,Senior Associate,Procurement,2025-08-06T12:09:04
TCK-E720BEF6,Need vpn access configured for new remote hire in Customer Support,Service Request,VPN Access Setup,P2-High,Manager,QA,2025-05-17T13:36:57
TCK-02128084,"Salesforce crashes every time i open a file, error code 500",Incident,Application Crash or Error,P2-High,Senior Associate,Customer Support,2025-08-01T13:34:42
TCK-118C639E,"laptop battery draining within 34 mins, needs replacement",Incident,Hardware Malfunction,P3-Medium,Senior Associate,Design,2025-11-18T21:26:27
TCK-F00C2B08,RFC to whitelist new vendor IP for client SFTP integration,Change Request,Firewall/Network Change,P3-Medium,Associate,Design,2025-11-24T02:29:45
TCK-4F24D2CF,need password reset for shared Legal service account,Service Request,Password Reset,P1-Critical,Manager,Engineering,2026-02-08T09:00:18
TCK-BB9A702C,"employee last working day is for the past 2 days, please disable access",Admin,Employee Offboarding/Asset Return,P3-Medium,Associate,Finance,2026-02-22T04:40:40
TCK-778D9804,"unable to open Tableau, keeps saying 'application not responding'",Incident,Hardware Malfunction,P2-High,Associate,HR,2025-04-16T07:10:59
TCK-59DC6E01,need vpn access configured for new remote hire in HR,Service Request,VPN Access Setup,P3-Medium,Manager,Sales,2026-02-15T05:30:16
TCK-1ACDAF05,requesting installation of VS Code - approved by Joshua,Service Request,Software Installation Request,P4-Low,Team Lead,Sales,2025-04-27T22:51:27
TCK-86746DE6,"Requesting vpn access renewal, mine expired since the reboot",Service Request,VPN Access Setup,P3-Medium,Associate,Customer Support,2026-07-22T13:43:15
TCK-6F6E830D,Shared mailbox for Engineering not accessible since this morning,Incident,Email/Outlook Issue,P3-Medium,Senior Associate,DevOps,2026-08-24T02:45:27
TCK-CA20E3B6,Can someone set up Putty on my machine,Service Request,Software Installation Request,P3-Medium,Manager,Data Science,2026-06-29T07:36:20
TCK-C4034B06,"Unable to send emails, getting bounce back error timeout-504",Incident,Email/Outlook Issue,P3-Medium,Team Lead,Data Science,2026-02-17T17:45:33
TCK-3DD88DC2,requesting network change to allow VS Code traffic through proxy,Change Request,Firewall/Network Change,P2-High,Team Lead,Customer Support,2025-05-05T14:56:47
TCK-18537FDD,"unable to open Jira, keeps saying 'application not responding'",Incident,Application Crash or Error,P1-Critical,Manager,Legal,2026-07-28T12:20:00
TCK-5B63DFB8,Reset password request for new Customer Support joiner's account,Service Request,Password Reset,P2-High,Director,Sales,2026-01-05T18:32:56
TCK-93D11490,Requesting additional Zoom seat for new Sales hire,Service Request,Software License Request,P4-Low,Senior Associate,Customer Support,2026-08-23T20:15:36
TCK-869AC66D,Requesting removal of old members from HR DL,Service Request,Distribution List / Mailbox Request,P1-Critical,Senior Manager,QA,2025-05-13T02:52:26
TCK-5BDC7C9C,requesting elevated access to CRM to debug prod issue at the earliest,Service Request,VPN Access Setup,P2-High,Senior Associate,Design,2026-04-29T15:28:24
TCK-2AD4DCCF,"laptop battery draining within 47 mins, needs replacement",Incident,Hardware Malfunction,P2-High,Team Lead,Data Science,2025-04-03T12:41:07
TCK-1A24F24B,sso login failing with error 0x80070005 across all apps,Incident,Login/Authentication Failure,P1-Critical,Senior Manager,Data Science,2026-04-06T00:28:46
TCK-E06E6FB1,Need site-to-site vpn access to analytics dashboard for the project,Service Request,VPN Access Setup,P3-Medium,Associate,Data Science,2026-05-24T15:57:50
TCK-3839E05F,"Figma crashes every time i export data, error code TLS_ERROR",Incident,Application Crash or Error,P2-High,Team Lead,Finance,2025-08-28T01:30:30
TCK-88304DA3,Adobe Photoshop is throwing an exception on startup since for the past 2 days,Incident,Application Crash or Error,P2-High,Senior Manager,DevOps,2025-10-22T05:09:52
TCK-10D2259D,"not receiving emails since since the reboot, checked spam already",Incident,Email/Outlook Issue,P3-Medium,Associate,Data Science,2026-03-30T22:15:40
TCK-F1D581D7,"Locked out of my account after 3 failed attempts,",Incident,Login/Authentication Failure,P2-High,Senior Associate,Design,2026-02-28T12:18:44
TCK-A83224B3,Requesting admin rights on my machine for export data,Service Request,Access/Permission Request,P2-High,Associate,DevOps,2026-08-26T01:42:30
TCK-7E93D4B5,Please prepare laptop + accounts for new Marketing joiner,Admin,Employee Onboarding Setup,P3-Medium,Associate,Data Science,2025-05-03T20:10:40
TCK-B3E42F3F,"requesting a new laptop, current one is 15 years old and slow",Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Sales,2025-10-25T22:22:15
TCK-CAA4AD3B,requesting removal of old members from Legal DL,Service Request,Distribution List / Mailbox Request,P3-Medium,Senior Associate,Finance,2026-09-09T06:39:31
TCK-5E734295,requesting scheduled restart of CRM this weekend,Change Request,Server Configuration Change,P3-Medium,Associate,Finance,2025-12-20T04:19:42
TCK-AAF2728A,"raising change for schema update on prod database, tested in staging",Change Request,Database Schema/Deployment Change,P1-Critical,Senior Associate,Data Science,2025-06-30T06:28:42
TCK-18C0F2F6,"Vpn client shows error 500 on Linux, blocking access to GitHub repo",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,Procurement,2026-04-02T02:51:44
TCK-6681AF90,"Getting a white screen / blank page in SAP GUI, cleared cache already",Incident,Application Crash or Error,P2-High,Associate,QA,2026-05-18T17:20:02
TCK-9E09CCBB,"need a license for WinSCP, trial about to expire",Service Request,Software License Request,P4-Low,Team Lead,QA,2026-03-12T10:42:07
TCK-3B61D3E8,need RFC approved for db failover test on staging server,Change Request,Database Schema/Deployment Change,P3-Medium,Senior Associate,Legal,2026-05-16T21:04:12
TCK-00827E1B,sso login failing with error DNS_PROBE_FAILED across all apps,Incident,Login/Authentication Failure,P2-High,Team Lead,Marketing,2025-05-20T08:47:56
TCK-1F7A60BA,laptop screen flickering / has dead pixels since since the reboot,Incident,Hardware Malfunction,P3-Medium,Team Lead,Legal,2025-05-10T16:26:19
TCK-A15D0E94,requesting deployment window for PowerBI hotfix asap,Change Request,Application Deployment/Release,P2-High,Senior Associate,Sales,2025-11-15T15:26:59
TCK-1DFEA647,requesting approval to add new column to staging server schema at the earliest,Change Request,Database Schema/Deployment Change,P2-High,Team Lead,Engineering,2026-02-26T21:45:30
TCK-D8998739,"unable to open Salesforce, keeps saying 'application not responding'",Incident,Application Crash or Error,P2-High,Senior Associate,Engineering,2026-04-20T05:54:55
TCK-25830A45,"Cant print from Jira, other apps print fine",Incident,Printer Not Working,P4-Low,Associate,Finance,2026-05-16T14:40:00
TCK-3C9F96EC,"mfa/authenticator code not accepted, cant get into prod database",Incident,Login/Authentication Failure,P1-Critical,Manager,Design,2025-08-02T17:39:52
TCK-1DFCF52F,laptop screen flickering / has dead pixels since yesterday,Incident,Hardware Malfunction,P1-Critical,Manager,Design,2025-06-22T14:58:28
TCK-9F044403,keyboard keys not responding on my Windows 10 laptop,Incident,Hardware Malfunction,P3-Medium,Senior Manager,Procurement,2025-04-26T10:35:46
TCK-C4093E27,RFC to run data backfill script on prod database this weekend,Change Request,Server Configuration Change,P2-High,Senior Manager,HR,2026-04-20T19:44:58
TCK-006F82D9,need password reset for shared QA service account,Service Request,Password Reset,P1-Critical,Team Lead,HR,2025-07-20T07:03:22
TCK-E50B2695,Outlook calendar not showing meeting invites from Legal team,Incident,Email/Outlook Issue,P1-Critical,Senior Associate,Finance,2026-04-21T10:34:54
TCK-04CD2348,Need asset return + access revoke processed for Marketing employee,Admin,Employee Offboarding/Asset Return,P1-Critical,Senior Associate,Engineering,2025-05-14T15:40:51
TCK-DC297014,"please grant access to staging server repo, approved by John",Service Request,Access/Permission Request,P2-High,Associate,Sales,2026-07-20T15:56:52
TCK-FE7ED3CA,"Requesting vpn access renewal, mine expired yesterday",Service Request,VPN Access Setup,P3-Medium,Team Lead,Engineering,2025-10-13T13:45:50
TCK-178213FA,Print jobs stuck in queue for Marketing printer,Incident,Printer Not Working,P1-Critical,Manager,HR,2025-11-04T14:41:08
TCK-3B9B7E95,Raising change request to roll back Outlook deployment,Change Request,Application Deployment/Release,P3-Medium,Associate,DevOps,2025-05-25T23:15:27
TCK-B92656E0,Raising change request to resize compute for CRM before since the reboot,Change Request,Server Configuration Change,P2-High,Manager,Customer Support,2026-06-08T09:39:40
TCK-921320C0,Outlook calendar not showing meeting invites from Design team,Incident,Email/Outlook Issue,P2-High,VP,Data Science,2026-05-26T04:13:39
TCK-E1951369,onboarding checklist pending for new associate in Marketing,Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,Marketing,2025-04-05T10:32:45
TCK-C0E8DA0F,outlook calendar not showing meeting invites from Engineering team,Incident,Email/Outlook Issue,P2-High,Senior Associate,DevOps,2026-07-25T15:11:24
TCK-696F124E,"new hire joining QA on this morning, needs full IT setup",Admin,Employee Onboarding Setup,P4-Low,Team Lead,Legal,2025-10-05T23:10:10
TCK-0886943C,"Requesting deployment window for Putty hotfix urgently, blocking a client deliverable",Change Request,Application Deployment/Release,P2-High,Senior Manager,DevOps,2026-06-01T19:02:10
TCK-4EA7D3CE,Need vpn client + certificate installed on my Windows 10 machine,Service Request,VPN Access Setup,P2-High,VP,QA,2026-07-23T17:17:06
TCK-2F30FD63,"Internet/vpn down at 3rd floor, whole team affected",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Manager,Finance,2026-07-14T12:48:37
TCK-730B1863,"Our team's Docker Desktop license renewal is due, please process",Service Request,Software License Request,P4-Low,Team Lead,QA,2026-03-24T12:22:11
TCK-574917A6,"Excel crashes every time i submit the deliverable, error code timeout-504",Incident,Application Crash or Error,P2-High,Team Lead,Legal,2026-08-28T10:46:50
TCK-E9AE84BF,RFC to add new index on shared drive table for perf fix,Change Request,Database Schema/Deployment Change,P2-High,Senior Associate,Legal,2025-04-29T22:29:08
TCK-96FD2FDA,"Cant access CRM over vpn, connection times out",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,Legal,2026-01-31T05:22:36
TCK-CE8CEAB4,requesting additional Adobe Photoshop seat for new HR hire,Service Request,Software License Request,P2-High,Director,DevOps,2025-08-19T20:53:25
TCK-685A3CFE,"Locked out of my account after 48 failed attempts,",Incident,Login/Authentication Failure,P2-High,Associate,Customer Support,2025-07-03T23:48:15
TCK-EB307BDD,"New hire joining HR on this morning, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Manager,Marketing,2025-11-17T10:06:53
TCK-8A2BE0A7,need config change on billing system to fix recurring timeout,Change Request,Server Configuration Change,P3-Medium,Team Lead,Finance,2025-06-17T13:35:59
TCK-947C78E0,"Requesting a new laptop, current one is 38 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Procurement,2025-09-22T23:10:07
TCK-6C16321A,Need config change on client SFTP to fix recurring timeout,Change Request,Server Configuration Change,P2-High,Team Lead,DevOps,2025-04-22T16:58:36
TCK-9D190908,"laptop battery draining within 4 mins, needs replacement",Incident,Hardware Malfunction,P2-High,Manager,Procurement,2026-01-06T18:41:51
TCK-3D990502,"new hire joining Marketing on since last night, needs full IT setup",Admin,Employee Onboarding Setup,P4-Low,Associate,Procurement,2026-02-02T04:13:20
TCK-5EDDF90F,"IntelliJ IDEA freezes when i try to run a report, need this fixed",Incident,Application Crash or Error,P1-Critical,Manager,HR,2025-07-16T10:38:35
TCK-7E227AFA,need read/write access to GitHub repo for HR project,Service Request,Access/Permission Request,P3-Medium,Senior Associate,QA,2026-06-06T02:29:33
TCK-05E45BC5,laptop wont boot past macOS logo screen,Incident,Hardware Malfunction,P3-Medium,Senior Manager,Sales,2025-08-08T20:23:23
TCK-09B404C4,"MS Teams crashes every time i run a report, error code 403",Incident,Application Crash or Error,P3-Medium,Senior Associate,Finance,2026-04-05T09:58:07
TCK-2FA440C4,Can someone set up Adobe Photoshop on my machine,Service Request,Software Installation Request,P4-Low,Associate,Data Science,2025-11-09T01:14:14
TCK-8A943DBB,need password reset for shared Sales service account,Service Request,Password Reset,P2-High,Team Lead,Legal,2025-05-23T08:15:45
TCK-BC745D20,"new hire joining Customer Support on since the reboot, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Team Lead,Marketing,2026-04-10T23:47:36
TCK-8EA648FD,raising RFC to increase memory allocation on shared drive,Change Request,Server Configuration Change,P2-High,Associate,QA,2025-10-18T22:29:17
TCK-6F765C1A,RFC: update server timezone/locale settings on analytics dashboard,Change Request,Server Configuration Change,P2-High,Senior Associate,Data Science,2025-06-05T21:31:00
TCK-EE63930E,need Outlook installed on my laptop for Legal work,Service Request,Software Installation Request,P2-High,Manager,Procurement,2026-01-21T14:49:35
TCK-8E1C9899,Outlook is throwing an exception on startup since this morning,Incident,Application Crash or Error,P3-Medium,Associate,Engineering,2026-01-19T13:00:30
TCK-D0CD8DB1,RFC for production release of Slack v3.0 this sprint,Change Request,Application Deployment/Release,P2-High,Associate,Engineering,2026-05-24T18:39:04
TCK-EDE3E578,need enterprise license upgrade for PowerBI for 11 users,Service Request,Software License Request,P3-Medium,Manager,Procurement,2026-01-08T11:41:23
TCK-DCBB9C5C,WinSCP is throwing an exception on startup since since last night,Incident,Application Crash or Error,P2-High,Senior Manager,HR,2026-05-15T11:42:17
TCK-B60E17C5,RFC for production release of Outlook v20.0 this sprint,Change Request,Application Deployment/Release,P2-High,Associate,Customer Support,2025-12-02T18:38:02
TCK-8A89F609,Requesting additional Postman seat for new Procurement hire,Service Request,Software License Request,P4-Low,Associate,Design,2025-12-23T09:01:21
TCK-87D35C58,need approval to deploy SAP GUI config change to prod,Change Request,Application Deployment/Release,P2-High,VP,Design,2025-08-16T00:20:01
TCK-D837061C,"cant access internal wiki over vpn, connection times out",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Manager,Data Science,2025-04-18T14:08:29
TCK-EE0EF326,"need an external monitor for wfh setup, approved by Benjamin",Service Request,New Hardware/Peripheral Request,P4-Low,Manager,Marketing,2025-11-28T01:57:16
TCK-DF6D97CD,requesting admin rights on my machine for start my shift,Service Request,Access/Permission Request,P2-High,Associate,HR,2026-04-21T18:41:21
TCK-88703076,"Please install Adobe Photoshop, required for push code on current project",Service Request,Software Installation Request,P3-Medium,Senior Associate,HR,2025-06-30T23:19:56
TCK-A7954883,"VS Code lost all my unsaved work after crashing, please help",Incident,Application Crash or Error,P2-High,Manager,HR,2026-07-03T14:02:38
